"{'tweet_id': '126415614616154112', 'label': 'positive', 'topic': 'apple', 'text': 'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is'}" 
"{'tweet_id': '125309975881977857', 'label': 'negative', 'topic': 'apple', 'text': ""need @apple help!! installing new ios on #iphone4 and am stuck on the Find My iPhone screen :( i keep clicking next but it doesn't work""}"
"{'tweet_id': '125309448108519424', 'label': 'negative', 'topic': 'apple', 'text': 'Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox, Chrome). #sadmac'}"
"{'tweet_id': '125307394640199680', 'label': 'negative', 'topic': 'apple', 'text': ""Disappointing visual merchandising, @apple. Simple, but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi""}"
"{'tweet_id': '125305396842856448', 'label': 'negative', 'topic': 'apple', 'text': 'has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!'}"
"{'tweet_id': '125303217214062592', 'label': 'negative', 'topic': 'apple', 'text': '@apple thanks apple for ios 5 and losing all my contacts!'}"
"{'tweet_id': '125302079752384512', 'label': 'negative', 'topic': 'apple', 'text': '@apple give me my apps back!!!'}"
"{'tweet_id': '125301393560047616', 'label': 'negative', 'topic': 'apple', 'text': ""RT @tomcolontonio: Didn't it occur to @apple #apple that ppl share iTunes accounts amongst family's ?????\nWtf!!!!""}"
"{'tweet_id': '125301265700892672', 'label': 'negative', 'topic': 'apple', 'text': '@tomcolontonio @apple #EPICFAIL'}"
"{'tweet_id': '125277260872822786', 'label': 'negative', 'topic': 'apple', 'text': '90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas.'}"
"{'tweet_id': '125276004817190914', 'label': 'negative', 'topic': 'apple', 'text': 'So ""cutting the cord"" makes podcasts even harder to manage?!? No subscriptions! WTH, @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)'}"
"{'tweet_id': '125269239207706624', 'label': 'negative', 'topic': 'apple', 'text': 'In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :('}"
"{'tweet_id': '125269161327865856', 'label': 'negative', 'topic': 'apple', 'text': ""Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell's monopolistic prctices?""}"
"{'tweet_id': '125267178336419840', 'label': 'negative', 'topic': 'apple', 'text': ""Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...""}"
"{'tweet_id': '125265721281351680', 'label': 'negative', 'topic': 'apple', 'text': '@apple cu'}"
"{'tweet_id': '125261285083447296', 'label': 'negative', 'topic': 'apple', 'text': '*sigh* @apple store seems stumped what to do about my catastrophically bad battery life after upgrading to #ios5'}"
"{'tweet_id': '125245780192792576', 'label': 'negative', 'topic': 'apple', 'text': ""@apple, #siri can't connect to the network -- it's LESS useful that VoiceControl now... :(""}"
"{'tweet_id': '125245104859529216', 'label': 'negative', 'topic': 'apple', 'text': '@apple took my Siri and made it exclusive to iPhone 4S  #SoRude'}"
"{'tweet_id': '125236708403970048', 'label': 'negative', 'topic': 'apple', 'text': ""total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes.""}"
"{'tweet_id': '125236166151774208', 'label': 'negative', 'topic': 'apple', 'text': 'Waited in line for nothing, fucking genius @Apple called an app for ""John"" not ""jean"" stop fucking up my name im not a French boy. #PCam ...'}"
"{'tweet_id': '125230743990444032', 'label': 'negative', 'topic': 'apple', 'text': ""It's been 24hrs since I reported @ups theft of my iPhone and @apple has done nothing. No return call as promised. Nothing.""}"
"{'tweet_id': '125230107580317696', 'label': 'negative', 'topic': 'apple', 'text': 'This does not bode well. After charging all night, my @Apple iPhone 4S has 25% battery after only 3hr off charger with no calls & light use'}"
"{'tweet_id': '125227837438435328', 'label': 'negative', 'topic': 'apple', 'text': ""Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....""}"
"{'tweet_id': '125224588253741056', 'label': 'negative', 'topic': 'apple', 'text': '#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!'}"
"{'tweet_id': '125204228967903232', 'label': 'negative', 'topic': 'apple', 'text': ""Installed io5 - fine on ipad but wiped wife's iPhone and restore from backup failed! #Bigtrouble #help @apple""}"
"{'tweet_id': '125129328446017536', 'label': 'negative', 'topic': 'apple', 'text': 'DAMN YOU !!! @apple'}"
"{'tweet_id': '126417484017451009', 'label': 'neutral', 'topic': 'apple', 'text': '@Late_Show I would have watched but the folks at @apple have a jihad against adobe flash. Plse consider a YouTube link in future on UR site'}"
"{'tweet_id': '126415618625912832', 'label': 'neutral', 'topic': 'apple', 'text': ""Hey @apple, androids releasing brand new state of the art phones, whens your new phone come out? What's that? (cont) http://t.co/2sko9l3d""}"
"{'tweet_id': '126414657836687362', 'label': 'neutral', 'topic': 'apple', 'text': '.@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more, its a disappointment #wtf'}"
"{'tweet_id': '126409984836763648', 'label': 'neutral', 'topic': 'apple', 'text': 'Interesting read on war b/w @Apple & @Samsung- http://t.co/Vt9d24Yi -using latter, agree lack of innovation, but better specs at same price!'}"
"{'tweet_id': '126407959495442432', 'label': 'neutral', 'topic': 'apple', 'text': 'RT @adamnash: The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc ...'}"
"{'tweet_id': '126407672521162753', 'label': 'neutral', 'topic': 'apple', 'text': 'The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc: @hblodget'}"
"{'tweet_id': '126405821482532864', 'label': 'neutral', 'topic': 'apple', 'text': '@apple expanded the app store to more than 20 new countries in the december quarter'}"
"{'tweet_id': '126405160934178816', 'label': 'neutral', 'topic': 'apple', 'text': '@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month.'}"
"{'tweet_id': '126403530838913024', 'label': 'neutral', 'topic': 'apple', 'text': ""Is it JUST a coincidence that @Apple named their virtual assistant after Tom and Katie's robot daughter?""}"
"{'tweet_id': '126401882766839811', 'label': 'neutral', 'topic': 'apple', 'text': 'Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE'}"
"{'tweet_id': '126400491067416576', 'label': 'neutral', 'topic': 'apple', 'text': 'Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple'}"
"{'tweet_id': '126389413054910464', 'label': 'neutral', 'topic': 'apple', 'text': 'RT @CRMStrategies: Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @phil ...'}"
"{'tweet_id': '126387460463788032', 'label': 'neutral', 'topic': 'apple', 'text': '@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker'}"
"{'tweet_id': '126383125059211265', 'label': 'neutral', 'topic': 'apple', 'text': 'Hey @Apple, pretty much all your products are amazing. You blow minds every time you launch a new gizmo. That said, your hold music is crap.'}"
"{'tweet_id': '126382776072146944', 'label': 'neutral', 'topic': 'apple', 'text': 'Amazing story of @dropbox and @apple http://t.co/r4oDCwvY'}"
"{'tweet_id': '126381578975842304', 'label': 'neutral', 'topic': 'apple', 'text': 'Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon'}"
"{'tweet_id': '126380323733909504', 'label': 'neutral', 'topic': 'apple', 'text': ""@Jake_Gyllenhaal So you've made up with @Apple?""}"
"{'tweet_id': '126377120023842816', 'label': 'neutral', 'topic': 'apple', 'text': ""@Apple to shut stores!!! C'mon, Only Wednesday for @SteveJobs memorial.""}"
"{'tweet_id': '126375024595705856', 'label': 'neutral', 'topic': 'apple', 'text': '@Motorola is the Best Android-powered company that is going against @Apple.'}"
"{'tweet_id': '126368680459251712', 'label': 'neutral', 'topic': 'apple', 'text': 'Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw'}"
"{'tweet_id': '126368285259350017', 'label': 'neutral', 'topic': 'apple', 'text': 'The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw'}"
"{'tweet_id': '126368127524159488', 'label': 'neutral', 'topic': 'apple', 'text': '#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/I6woujUh #PampersHelloApps'}"
"{'tweet_id': '126360821419884544', 'label': 'neutral', 'topic': 'apple', 'text': ""Stay young, stay foolish. But take ownership when u f*ck up, don't complain, and never give up. #resilience @apple""}"
"{'tweet_id': '126360182308618240', 'label': 'neutral', 'topic': 'apple', 'text': 'Dear @motorola, I smell a lawsuit coming your way. cc: @apple #motoactv'}"
"{'tweet_id': '126358012343492608', 'label': 'neutral', 'topic': 'apple', 'text': 'RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone htt ...'}"
"{'tweet_id': '126353359962775552', 'label': 'neutral', 'topic': 'apple', 'text': ""@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone""}"
"{'tweet_id': '126348857071239168', 'label': 'neutral', 'topic': 'apple', 'text': '#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/YUydxo1t #PampersHelloApps'}"
"{'tweet_id': '126346633721032705', 'label': 'neutral', 'topic': 'apple', 'text': 'RT @jesperordrup: Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto shari ...'}"
"{'tweet_id': '126346584068861952', 'label': 'neutral', 'topic': 'apple', 'text': ""Couldnt help it & explored the #iphone4s @apple store & talked to #Siri... Should've tried to speak to her in French?! #nexttime""}"
"{'tweet_id': '126336867477094400', 'label': 'neutral', 'topic': 'apple', 'text': '@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?'}"
"{'tweet_id': '126336687382081536', 'label': 'neutral', 'topic': 'apple', 'text': 'RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy'}"
"{'tweet_id': '126331354718801921', 'label': 'neutral', 'topic': 'apple', 'text': 'Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox'}"
"{'tweet_id': '126330974270271488', 'label': 'neutral', 'topic': 'apple', 'text': 'RT @edatpost: Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn'}"
"{'tweet_id': '126330155441467392', 'label': 'neutral', 'topic': 'apple', 'text': '#motoactiv? Methinks @apple and maybe @Nike are already prepping lawsuits'}"
"{'tweet_id': '126329109759524865', 'label': 'neutral', 'topic': 'apple', 'text': 'Check this video out -- moe. plays Live on iPads. Video dedicated in memory of #SteveJobs http://t.co/XSiyDnqu @ipad @mac @apple #brilliant'}"
"{'tweet_id': '126328424624160768', 'label': 'neutral', 'topic': 'apple', 'text': 'Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn'}"
"{'tweet_id': '126326886354784256', 'label': 'neutral', 'topic': 'apple', 'text': 'Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art'}"
"{'tweet_id': '126325069281624064', 'label': 'neutral', 'topic': 'apple', 'text': '@apple #siri http://t.co/k7b686hX'}"
"{'tweet_id': '126324621279641601', 'label': 'neutral', 'topic': 'apple', 'text': '.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5'}"
"{'tweet_id': '126323574989520896', 'label': 'neutral', 'topic': 'apple', 'text': 'RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/OshPyV2G'}"
"{'tweet_id': '126323533696614402', 'label': 'neutral', 'topic': 'apple', 'text': '.@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn'}"
"{'tweet_id': '126321197062426624', 'label': 'neutral', 'topic': 'apple', 'text': 'RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!'}"
"{'tweet_id': '126320247379730432', 'label': 'neutral', 'topic': 'apple', 'text': '@bidmyway I like your app for the @apple iPhone very simple and easy to use!'}"
"{'tweet_id': '126320076063379456', 'label': 'neutral', 'topic': 'apple', 'text': ""Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip.""}"
"{'tweet_id': '126318553031917569', 'label': 'neutral', 'topic': 'apple', 'text': 'Noticed how @apple has added the like & tweet icons on their page? http://t.co/PZoNZeC8 #like #facebook #tweet'}"
"{'tweet_id': '126316594971422720', 'label': 'neutral', 'topic': 'apple', 'text': '@rtimbuc thx for publicly coming out out of the @Apple closet ... :)'}"
"{'tweet_id': '126316179429134336', 'label': 'neutral', 'topic': 'apple', 'text': 'Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/2XJZaLCs #PampersHelloApps'}"
"{'tweet_id': '126315088641658881', 'label': 'neutral', 'topic': 'apple', 'text': '@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.'}"
"{'tweet_id': '126311681126187008', 'label': 'neutral', 'topic': 'apple', 'text': ""RT @TimjwDowning: #iOS 5  is a great system but it's taken all day to download @apple""}"
"{'tweet_id': '126311223343058946', 'label': 'neutral', 'topic': 'apple', 'text': ""Using @Apple's mobile @AirPort Utility http://t.co/TiDpaHYC""}"
"{'tweet_id': '126309939961536513', 'label': 'neutral', 'topic': 'apple', 'text': '@Dropbox balked at acquisition by @Apple. My apps thank them. :)  http://t.co/VsYPl9Xu'}"
"{'tweet_id': '126308556294205441', 'label': 'neutral', 'topic': 'apple', 'text': 'These cos are worth billions: @Apple, @Facebook @Google & @Amazon and they are battling for consumers  http://t.co/4WxPCH9h via @fastcompany'}"
"{'tweet_id': '126302918797312000', 'label': 'neutral', 'topic': 'apple', 'text': 'Just when #TomCruise thought he had a unique name for his daughter, @Apple pulls the rug out from under him with the new #Siri App.'}"
"{'tweet_id': '126302719882444801', 'label': 'neutral', 'topic': 'apple', 'text': 'I wonder If the person who has @apple is holding out for apple to buy it from them'}"
"{'tweet_id': '126301989486342145', 'label': 'neutral', 'topic': 'apple', 'text': ""iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet""}"
"{'tweet_id': '126301301511426049', 'label': 'neutral', 'topic': 'apple', 'text': ""The 'Great Tech War': @Apple, @Facebook, @Google, @Amazon battle for the future http://t.co/sVu8cG1M via @fastcompany""}"
"{'tweet_id': '126300596633481216', 'label': 'neutral', 'topic': 'apple', 'text': ""@BeeeThree I am aye, I wasn't @apple""}"
"{'tweet_id': '126300304600866816', 'label': 'neutral', 'topic': 'apple', 'text': 'How the community saw #SteveJobs - 12 Most #Community ""iCelebrates"" Steve Jobs - http://t.co/jJRwIvmc @Apple'}"
"{'tweet_id': '126293879166205952', 'label': 'neutral', 'topic': 'apple', 'text': 'Attending #mobilemem , listening to James Kelley from @apple .'}"
"{'tweet_id': '126292279009882113', 'label': 'neutral', 'topic': 'apple', 'text': 'Tell how Steve Jobs & @Apple changed your life and $5 will be donated to Pancreatic #Cancer Research! @PanCAN @Pan_Act http://t.co/BWzganje'}"
"{'tweet_id': '126291860305100801', 'label': 'neutral', 'topic': 'apple', 'text': 'picking up my #iPhone4S in two hours @Apple!'}"
"{'tweet_id': '126290154737504256', 'label': 'neutral', 'topic': 'apple', 'text': '@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out'}"
"{'tweet_id': '126289716097196032', 'label': 'neutral', 'topic': 'apple', 'text': ""yes, i am live tweeting my @apple tech support call. Isn't this fun?""}"
"{'tweet_id': '126283761754185728', 'label': 'neutral', 'topic': 'apple', 'text': '@azee1v1 @apple @umber Better file info/easier to get to, duplication of files when importing. Categorizing files.'}"
"{'tweet_id': '126283441657495552', 'label': 'neutral', 'topic': 'apple', 'text': '@AsimRang @apple @umber well so far ive seen it for apps'}"
"{'tweet_id': '126283440457912320', 'label': 'neutral', 'topic': 'apple', 'text': 'Hello again, iPhone 4!!! Thank you, @apple! Although this should have never broken in the first place! #tsk'}"
"{'tweet_id': '126283024278110208', 'label': 'neutral', 'topic': 'apple', 'text': '@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before'}"
"{'tweet_id': '126281432644595713', 'label': 'neutral', 'topic': 'apple', 'text': '@Apple, @Facebook, @Google and @Amazon battle in...The Great Tech War of 2012 http://t.co/uL9zZKv8 by @fmanjoo'}"
"{'tweet_id': '126280507729260544', 'label': 'neutral', 'topic': 'apple', 'text': '@AsimRang @apple @umber the podcasts feature works just fine, music purchasing is straight forward, what else do you want?'}"
"{'tweet_id': '126279672433614848', 'label': 'neutral', 'topic': 'apple', 'text': ""“@NoVaTyler: @Foreverfit4u amazing how quickly apple went down the poop tube” It couldn't have 2do w/operator error! #sarcasm Still ❤ @apple""}"
"{'tweet_id': '126272713332506624', 'label': 'neutral', 'topic': 'apple', 'text': '@KaeKaed @Apple Here is an easy way to put Newsstand in a folder http://t.co/yVXmWIbI'}"
"{'tweet_id': '126267746739699713', 'label': 'neutral', 'topic': 'apple', 'text': '#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/AAP7StHt #PampersHelloApps'}"
"{'tweet_id': '126243528832593920', 'label': 'neutral', 'topic': 'apple', 'text': '@AsgariAJ #iPhone need to tell @Apple that'}"
"{'tweet_id': '126232037492404224', 'label': 'neutral', 'topic': 'apple', 'text': '@Mommy_gaga, #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps'}"
"{'tweet_id': '126218596786511873', 'label': 'neutral', 'topic': 'apple', 'text': 'I wonder if @Apple OSX will get built-in @Twitter @support like iOS5. That would be very helpful at the moment.'}"
"{'tweet_id': '126213965817708544', 'label': 'neutral', 'topic': 'apple', 'text': '@Apple Stores to close for one hour on October 19 to watch #SteveJobs #memorial http://t.co/fbjqb5RA via @9to5mac #tech #porchista'}"
"{'tweet_id': '126211975595311104', 'label': 'neutral', 'topic': 'apple', 'text': 'iPhone 4S vs Canon 5D MKII. @apple @canon @iphone http://t.co/PvKqad33'}"
"{'tweet_id': '126209902241787904', 'label': 'neutral', 'topic': 'apple', 'text': '@Samsung wants to ban @Apple iPhone 4S in Japan and Australia. http://t.co/hWA4tWIc #smartphonewar'}"
"{'tweet_id': '126205800359280640', 'label': 'neutral', 'topic': 'apple', 'text': 'Siri says some weird things | This is my next... http://t.co/H8n7caSg via @verge @hasanga @mohoisham @apple #Siri #LMFAO'}"
"{'tweet_id': '126201991125929984', 'label': 'neutral', 'topic': 'apple', 'text': '@apple karaoke ceel w/ @nandamaulida @putriasmara @galuhoktriana @milatus :p'}"
"{'tweet_id': '126186795808456704', 'label': 'neutral', 'topic': 'apple', 'text': 'I have 4 @Apple products...'}"
"{'tweet_id': '126177221571395584', 'label': 'neutral', 'topic': 'apple', 'text': 'Stay hungry, stay foolish. Steve Jobs, founder @Apple #WinningWithEL'}"
"{'tweet_id': '126171911523794944', 'label': 'neutral', 'topic': 'apple', 'text': 'RT @thejjmg: My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/Iqa0ipVt @Apple ah mines being sinking...'}"
"{'tweet_id': '126165547154018304', 'label': 'neutral', 'topic': 'apple', 'text': 'iSteps @apple store bologna http://t.co/WjjBq7Ae'}"
"{'tweet_id': '126163403063570432', 'label': 'neutral', 'topic': 'apple', 'text': 'How I manage my businesses/life: @pivotaltracker, @37signals, @twitter, @googleapps, @apple, @dropbox, @wordpress, @dreamhost THX'}"
"{'tweet_id': '126149567036137473', 'label': 'neutral', 'topic': 'apple', 'text': ""Just realized Apple doesn't even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check.""}"
"{'tweet_id': '126148184358653954', 'label': 'neutral', 'topic': 'apple', 'text': 'Hey @Apple, could you hook the voice memos app on the iPhone up with fine scrubbing? Journalists need love too.'}"
"{'tweet_id': '126146495396319232', 'label': 'neutral', 'topic': 'apple', 'text': 'Dear @Apple… If I make love to iCloud will ALL THE THINGS have my babies?'}"
"{'tweet_id': '126141631291326464', 'label': 'neutral', 'topic': 'apple', 'text': 'POLL: http://t.co/GcrpUKwF Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball'}"
"{'tweet_id': '126141628372090880', 'label': 'neutral', 'topic': 'apple', 'text': 'POLL: http://t.co/9q2Er1w9 Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball'}"
"{'tweet_id': '126141580682854400', 'label': 'neutral', 'topic': 'apple', 'text': 'More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...'}"
"{'tweet_id': '126141157146238976', 'label': 'neutral', 'topic': 'apple', 'text': 'My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/zMX85Fkd @apple'}"
"{'tweet_id': '126134865887363072', 'label': 'neutral', 'topic': 'apple', 'text': '""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/r0WYm1jX #PampersHelloApps""'}"
"{'tweet_id': '126130171404230656', 'label': 'neutral', 'topic': 'apple', 'text': 'Dear @apple, why did my #Apple ID change to my colleagues&#39; when I charged on her Mac? Now can&#39;t download or update apps. #iPhone'}"
"{'tweet_id': '126125830094061568', 'label': 'neutral', 'topic': 'apple', 'text': 'You know you\'ve gone @Apple overboard when you misread a @Yelp review as ""iPad Thai."" #fb'}"
"{'tweet_id': '126122372775415808', 'label': 'neutral', 'topic': 'apple', 'text': 'started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls'}"
"{'tweet_id': '126118389591711744', 'label': 'neutral', 'topic': 'apple', 'text': 'RememberiN wen @apple and @blackberry were just fruit\n#nostalgia'}"
"{'tweet_id': '126110863550717952', 'label': 'neutral', 'topic': 'apple', 'text': 'The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...'}"
"{'tweet_id': '126110770864979968', 'label': 'neutral', 'topic': 'apple', 'text': 'One thing I want from #ios is searching in the add bar similar to what Firefox or droid phones do. But thnx for a talking Google @apple ...'}"
"{'tweet_id': '126110374549405696', 'label': 'neutral', 'topic': 'apple', 'text': ""Gee, I can't imagine that the maps app graphic from this Samsung website will help their court cases vs. @Apple: http://t.co/PmanMoAh""}"
"{'tweet_id': '126109969912311810', 'label': 'neutral', 'topic': 'apple', 'text': 'Would you look at that.. @SouthwestAir does @Apple style welcomes as well. http://t.co/t0TrFnk8 #customerappreciation #custserv'}"
"{'tweet_id': '126106914684796928', 'label': 'neutral', 'topic': 'apple', 'text': 'got the new @apple update'}"
"{'tweet_id': '126105236229193728', 'label': 'neutral', 'topic': 'apple', 'text': 'A brick n mortar @Google store? Coming soon to London, US next? Copying @Apple business model? http://t.co/l4VTHsv5'}"
"{'tweet_id': '126105175294357505', 'label': 'neutral', 'topic': 'apple', 'text': 'Hey @twitter and @apple, this is pretty dumb. http://t.co/kubkPO0T'}"
"{'tweet_id': '126104490511319041', 'label': 'neutral', 'topic': 'apple', 'text': 'If the iPhone 4 case fits the 4S why is @nlevenbrown @apple buying a new one?'}"
"{'tweet_id': '126104322999197696', 'label': 'neutral', 'topic': 'apple', 'text': '@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy'}"
"{'tweet_id': '126104244402126848', 'label': 'neutral', 'topic': 'apple', 'text': '@Apple why no Macbook mirroring onto AppleTV via #Airplay?'}"
"{'tweet_id': '126102037057388544', 'label': 'neutral', 'topic': 'apple', 'text': '@ATT just so I have this right.I pre-ordered an iphone last wk and it will be here in a month. I could buy in an @apple store today.really?'}"
"{'tweet_id': '126098699196698624', 'label': 'neutral', 'topic': 'apple', 'text': '@apple please bring back the old Siri app for us old school iPhone 3 users!'}"
"{'tweet_id': '126095965391298560', 'label': 'neutral', 'topic': 'apple', 'text': ""Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it, they weren't kidding.""}"
"{'tweet_id': '126094392183357443', 'label': 'neutral', 'topic': 'apple', 'text': ""Yeah, there's no @apple twitter account.""}"
"{'tweet_id': '126094029015355392', 'label': 'neutral', 'topic': 'apple', 'text': 'POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...'}"
"{'tweet_id': '126094027140513792', 'label': 'neutral', 'topic': 'apple', 'text': 'POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...'}"
"{'tweet_id': '126091878469869568', 'label': 'neutral', 'topic': 'apple', 'text': '@ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?'}"
"{'tweet_id': '126089815136538624', 'label': 'neutral', 'topic': 'apple', 'text': 'Lol bet that Android couldnt do that  RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.'}"
"{'tweet_id': '126089347639427072', 'label': 'neutral', 'topic': 'apple', 'text': 'I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.'}"
"{'tweet_id': '126087892580827137', 'label': 'neutral', 'topic': 'apple', 'text': '@APPLE freaks is Siri available for Iphone 4 yet?'}"
"{'tweet_id': '126086553415057408', 'label': 'neutral', 'topic': 'apple', 'text': '#Iphone5 can you please make The battery last longer thanks @Apple'}"
"{'tweet_id': '126078565346312192', 'label': 'neutral', 'topic': 'apple', 'text': 'Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting..'}"
"{'tweet_id': '126073142107045888', 'label': 'neutral', 'topic': 'apple', 'text': 'RT @shanmoorthy: Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas  ...'}"
"{'tweet_id': '126072051118260225', 'label': 'neutral', 'topic': 'apple', 'text': 'Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve'}"
"{'tweet_id': '126071173640499200', 'label': 'neutral', 'topic': 'apple', 'text': 'iPhone 4 S now RESERVATION only, if you want to buy it in an @apple store tomorrow you have to reserve online after 9pm tonight'}"
"{'tweet_id': '126068964685135872', 'label': 'neutral', 'topic': 'apple', 'text': '@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter'}"
"{'tweet_id': '126066452787773443', 'label': 'neutral', 'topic': 'apple', 'text': 'Apple sold 4 million iPhone 4S units on first weekend - Appletell: http://t.co/vs5r1oox #iPhone4S @Apple #fb'}"
"{'tweet_id': '126065529684369408', 'label': 'neutral', 'topic': 'apple', 'text': '@Apple please put the Tab button back in Pages for iPad. That hold my finger down, wait for the insert tab, then touch that for the tab. SMH'}"
"{'tweet_id': '126056940060155904', 'label': 'neutral', 'topic': 'apple', 'text': '@RhiannaRaee hanging @apple in tacoma listening to the beatles!'}"
"{'tweet_id': '126054998080622593', 'label': 'neutral', 'topic': 'apple', 'text': 'A must read article on @fastcompany about @Apple, @Facebook, @Google, and @Amazon technology war in 2012  http://t.co/nxc7Wo4S'}"
"{'tweet_id': '126054145617694720', 'label': 'neutral', 'topic': 'apple', 'text': '@cnbcfastmomey what price should I sell @apple for'}"
